"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2013년 11월 01일","1,500,000","1,490,000","1,500,000","1,468,000","223.62K","2.39%"
"2013년 10월 31일","1,465,000","1,498,000","1,502,000","1,465,000","250.09K","-2.33%"
"2013년 10월 30일","1,500,000","1,485,000","1,500,000","1,484,000","209.04K","0.67%"
"2013년 10월 29일","1,490,000","1,490,000","1,490,000","1,478,000","203.70K","0.54%"
"2013년 10월 28일","1,482,000","1,465,000","1,485,000","1,458,000","225.95K","2.28%"
"2013년 10월 25일","1,449,000","1,450,000","1,452,000","1,433,000","134.64K","0.00%"
"2013년 10월 24일","1,449,000","1,431,000","1,449,000","1,429,000","178.28K","0.49%"
"2013년 10월 23일","1,442,000","1,464,000","1,464,000","1,436,000","171.91K","-0.89%"
"2013년 10월 22일","1,455,000","1,460,000","1,460,000","1,434,000","241.38K","-0.61%"
"2013년 10월 21일","1,464,000","1,475,000","1,489,000","1,454,000","142.48K","-0.54%"
"2013년 10월 18일","1,472,000","1,472,000","1,475,000","1,463,000","155.91K","0.62%"
"2013년 10월 17일","1,463,000","1,460,000","1,468,000","1,454,000","180.18K","0.90%"
"2013년 10월 16일","1,450,000","1,469,000","1,469,000","1,445,000","156.49K","-0.48%"
"2013년 10월 15일","1,457,000","1,450,000","1,457,000","1,445,000","199.34K","1.32%"
"2013년 10월 14일","1,438,000","1,448,000","1,449,000","1,438,000","147.40K","-0.35%"
"2013년 10월 11일","1,443,000","1,440,000","1,447,000","1,436,000","217.22K","0.91%"
"2013년 10월 10일","1,430,000","1,421,000","1,432,000","1,421,000","268.84K","0.00%"
"2013년 10월 08일","1,430,000","1,417,000","1,433,000","1,417,000","202.21K","-0.42%"
"2013년 10월 07일","1,436,000","1,437,000","1,437,000","1,425,000","204.26K","1.27%"
"2013년 10월 04일","1,418,000","1,438,000","1,442,000","1,414,000","312.00K","0.00%"
"2013년 10월 02일","1,418,000","1,398,000","1,425,000","1,390,000","349.67K","2.60%"
"2013년 10월 01일","1,382,000","1,380,000","1,383,000","1,360,000","186.10K","1.10%"
"2013년 09월 30일","1,367,000","1,366,000","1,382,000","1,360,000","230.36K","0.07%"
"2013년 09월 27일","1,366,000","1,375,000","1,377,000","1,363,000","227.36K","-0.44%"
"2013년 09월 26일","1,372,000","1,364,000","1,372,000","1,356,000","207.24K","0.59%"
"2013년 09월 25일","1,364,000","1,367,000","1,374,000","1,351,000","206.08K","-0.66%"
"2013년 09월 24일","1,373,000","1,342,000","1,379,000","1,338,000","302.12K","0.96%"
"2013년 09월 23일","1,360,000","1,365,000","1,381,000","1,353,000","438.51K","-1.88%"
"2013년 09월 17일","1,386,000","1,420,000","1,420,000","1,381,000","342.69K","-2.74%"
"2013년 09월 16일","1,425,000","1,423,000","1,425,000","1,411,000","233.93K","1.35%"
"2013년 09월 13일","1,406,000","1,409,000","1,410,000","1,396,000","245.48K","-0.28%"
"2013년 09월 12일","1,410,000","1,405,000","1,424,000","1,395,000","435.76K","0.57%"
"2013년 09월 11일","1,402,000","1,398,000","1,402,000","1,385,000","266.33K","0.43%"
"2013년 09월 10일","1,396,000","1,369,000","1,396,000","1,368,000","291.01K","1.68%"
"2013년 09월 09일","1,373,000","1,371,000","1,375,000","1,363,000","185.70K","0.29%"
"2013년 09월 06일","1,369,000","1,370,000","1,375,000","1,358,000","233.91K","0.29%"
"2013년 09월 05일","1,365,000","1,370,000","1,371,000","1,358,000","290.55K","1.87%"
"2013년 09월 04일","1,340,000","1,330,000","1,354,000","1,321,000","210.02K","0.22%"
"2013년 09월 03일","1,337,000","1,364,000","1,364,000","1,326,000","230.56K","-1.04%"
"2013년 09월 02일","1,351,000","1,368,000","1,371,000","1,350,000","193.41K","-1.24%"
"2013년 08월 30일","1,368,000","1,360,000","1,368,000","1,351,000","341.54K","1.79%"
"2013년 08월 29일","1,344,000","1,317,000","1,348,000","1,314,000","325.88K","2.67%"
"2013년 08월 28일","1,309,000","1,284,000","1,310,000","1,284,000","187.58K","0.38%"
"2013년 08월 27일","1,304,000","1,307,000","1,309,000","1,295,000","177.57K","0.31%"
"2013년 08월 26일","1,300,000","1,301,000","1,305,000","1,296,000","220.43K","0.39%"
"2013년 08월 23일","1,295,000","1,280,000","1,300,000","1,271,000","343.21K","3.19%"
"2013년 08월 22일","1,255,000","1,250,000","1,267,000","1,245,000","235.13K","-0.08%"
"2013년 08월 21일","1,256,000","1,265,000","1,282,000","1,256,000","244.66K","-1.02%"
"2013년 08월 20일","1,269,000","1,296,000","1,305,000","1,269,000","282.90K","-1.32%"
"2013년 08월 19일","1,286,000","1,286,000","1,296,000","1,280,000","129.83K","-0.69%"
"2013년 08월 16일","1,295,000","1,286,000","1,301,000","1,282,000","228.13K","-0.38%"
"2013년 08월 14일","1,300,000","1,289,000","1,300,000","1,285,000","259.94K","0.78%"
"2013년 08월 13일","1,290,000","1,244,000","1,290,000","1,242,000","386.43K","4.71%"
"2013년 08월 12일","1,232,000","1,230,000","1,248,000","1,225,000","197.71K","0.16%"
"2013년 08월 09일","1,230,000","1,229,000","1,241,000","1,220,000","241.22K","1.07%"
"2013년 08월 08일","1,217,000","1,213,000","1,235,000","1,213,000","353.77K","-0.41%"
"2013년 08월 07일","1,222,000","1,237,000","1,240,000","1,222,000","314.34K","-2.55%"
"2013년 08월 06일","1,254,000","1,245,000","1,272,000","1,245,000","289.46K","-1.57%"
"2013년 08월 05일","1,274,000","1,283,000","1,283,000","1,274,000","159.81K","-0.93%"
"2013년 08월 02일","1,286,000","1,293,000","1,300,000","1,282,000","224.12K","0.47%"
"2013년 08월 01일","1,280,000","1,285,000","1,288,000","1,274,000","174.12K","0.00%"
"2013년 07월 31일","1,280,000","1,280,000","1,290,000","1,279,000","254.19K","-0.78%"
"2013년 07월 30일","1,290,000","1,277,000","1,295,000","1,277,000","179.96K","0.55%"
"2013년 07월 29일","1,283,000","1,291,000","1,300,000","1,279,000","233.03K","-1.53%"
"2013년 07월 26일","1,303,000","1,314,000","1,319,000","1,299,000","224.31K","-0.91%"
"2013년 07월 25일","1,315,000","1,317,000","1,322,000","1,308,000","168.36K","0.00%"
"2013년 07월 24일","1,315,000","1,307,000","1,317,000","1,295,000","171.69K","0.61%"
"2013년 07월 23일","1,307,000","1,273,000","1,307,000","1,272,000","238.75K","2.67%"
"2013년 07월 22일","1,273,000","1,280,000","1,289,000","1,265,000","204.43K","0.00%"
"2013년 07월 19일","1,273,000","1,288,000","1,295,000","1,264,000","316.33K","-1.47%"
"2013년 07월 18일","1,292,000","1,325,000","1,325,000","1,292,000","310.72K","-2.12%"
"2013년 07월 17일","1,320,000","1,301,000","1,330,000","1,286,000","245.79K","1.69%"
"2013년 07월 16일","1,298,000","1,318,000","1,321,000","1,290,000","185.49K","-1.14%"
"2013년 07월 15일","1,313,000","1,315,000","1,319,000","1,285,000","192.33K","0.08%"
"2013년 07월 12일","1,312,000","1,320,000","1,324,000","1,301,000","217.51K","0.00%"
"2013년 07월 11일","1,312,000","1,251,000","1,312,000","1,251,000","406.76K","5.13%"
"2013년 07월 10일","1,248,000","1,245,000","1,252,000","1,237,000","302.64K","0.89%"
"2013년 07월 09일","1,237,000","1,230,000","1,250,000","1,229,000","387.46K","0.90%"
"2013년 07월 08일","1,226,000","1,250,000","1,258,000","1,209,000","507.46K","-3.24%"
"2013년 07월 05일","1,267,000","1,286,000","1,315,000","1,260,000","603.98K","-3.80%"
"2013년 07월 04일","1,317,000","1,302,000","1,317,000","1,296,000","179.29K","1.23%"
"2013년 07월 03일","1,301,000","1,334,000","1,339,000","1,295,000","250.15K","-2.55%"
"2013년 07월 02일","1,335,000","1,340,000","1,352,000","1,330,000","203.38K","0.68%"
"2013년 07월 01일","1,326,000","1,334,000","1,346,000","1,322,000","240.50K","-1.19%"
"2013년 06월 28일","1,342,000","1,350,000","1,350,000","1,329,000","412.06K","0.22%"
"2013년 06월 27일","1,339,000","1,295,000","1,344,000","1,286,000","511.00K","6.19%"
"2013년 06월 26일","1,261,000","1,301,000","1,305,000","1,245,000","631.58K","-2.78%"
"2013년 06월 25일","1,297,000","1,301,000","1,318,000","1,288,000","412.40K","-1.22%"
"2013년 06월 24일","1,313,000","1,350,000","1,350,000","1,313,000","310.96K","-0.91%"
"2013년 06월 21일","1,325,000","1,294,000","1,333,000","1,290,000","536.02K","-0.30%"
"2013년 06월 20일","1,329,000","1,343,000","1,348,000","1,326,000","346.67K","-2.92%"
"2013년 06월 19일","1,369,000","1,382,000","1,385,000","1,364,000","204.69K","-1.30%"
"2013년 06월 18일","1,387,000","1,368,000","1,387,000","1,360,000","219.89K","1.54%"
"2013년 06월 17일","1,366,000","1,370,000","1,378,000","1,365,000","232.62K","-0.22%"
"2013년 06월 14일","1,369,000","1,365,000","1,377,000","1,357,000","350.29K","0.88%"
"2013년 06월 13일","1,357,000","1,380,000","1,397,000","1,357,000","664.53K","-2.02%"
"2013년 06월 12일","1,385,000","1,378,000","1,403,000","1,362,000","453.98K","-0.29%"
"2013년 06월 11일","1,389,000","1,411,000","1,419,000","1,378,000","687.07K","-2.53%"
"2013년 06월 10일","1,425,000","1,420,000","1,443,000","1,414,000","519.38K","-0.14%"
"2013년 06월 07일","1,427,000","1,475,000","1,485,000","1,424,000","1.08M","-6.18%"
"2013년 06월 05일","1,521,000","1,549,000","1,553,000","1,521,000","268.69K","-1.23%"
"2013년 06월 04일","1,540,000","1,533,000","1,542,000","1,521,000","167.30K","0.52%"
"2013년 06월 03일","1,532,000","1,536,000","1,559,000","1,528,000","205.00K","-0.39%"
"2013년 05월 31일","1,538,000","1,546,000","1,559,000","1,537,000","358.55K","-0.39%"
"2013년 05월 30일","1,544,000","1,518,000","1,549,000","1,512,000","454.30K","2.12%"
"2013년 05월 29일","1,512,000","1,484,000","1,523,000","1,483,000","293.48K","1.89%"
"2013년 05월 28일","1,484,000","1,481,000","1,496,000","1,481,000","139.10K","-0.34%"
"2013년 05월 27일","1,489,000","1,490,000","1,499,000","1,487,000","122.59K","0.20%"
"2013년 05월 24일","1,486,000","1,487,000","1,494,000","1,472,000","203.46K","0.13%"
"2013년 05월 23일","1,484,000","1,492,000","1,502,000","1,484,000","234.23K","-1.66%"
"2013년 05월 22일","1,509,000","1,504,000","1,510,000","1,491,000","193.43K","1.14%"
"2013년 05월 21일","1,492,000","1,510,000","1,510,000","1,485,000","218.51K","-0.33%"
"2013년 05월 20일","1,497,000","1,502,000","1,512,000","1,496,000","243.56K","-0.73%"
"2013년 05월 16일","1,508,000","1,501,000","1,514,000","1,500,000","227.14K","0.53%"
"2013년 05월 15일","1,500,000","1,485,000","1,500,000","1,484,000","211.48K","0.00%"
"2013년 05월 14일","1,500,000","1,487,000","1,500,000","1,483,000","179.97K","1.56%"
"2013년 05월 13일","1,477,000","1,471,000","1,480,000","1,462,000","168.65K","0.07%"
"2013년 05월 10일","1,476,000","1,514,000","1,514,000","1,476,000","226.48K","-2.57%"
"2013년 05월 09일","1,515,000","1,490,000","1,520,000","1,489,000","213.54K","1.81%"
"2013년 05월 08일","1,488,000","1,493,000","1,498,000","1,479,000","295.51K","-0.33%"
"2013년 05월 07일","1,493,000","1,508,000","1,508,000","1,491,000","226.61K","-1.39%"
"2013년 05월 06일","1,514,000","1,540,000","1,540,000","1,512,000","172.96K","-1.37%"
"2013년 05월 03일","1,535,000","1,535,000","1,537,000","1,521,000","131.05K","0.46%"
"2013년 05월 02일","1,528,000","1,526,000","1,532,000","1,517,000","172.48K","0.53%"
"2013년 04월 30일","1,520,000","1,490,000","1,530,000","1,488,000","373.27K","2.63%"
"2013년 04월 29일","1,481,000","1,491,000","1,492,000","1,475,000","169.81K","-0.34%"
"2013년 04월 26일","1,486,000","1,495,000","1,497,000","1,472,000","231.65K","-0.54%"
"2013년 04월 25일","1,494,000","1,470,000","1,494,000","1,470,000","209.08K","0.54%"
"2013년 04월 24일","1,486,000","1,485,000","1,494,000","1,474,000","201.23K","0.20%"
"2013년 04월 23일","1,483,000","1,500,000","1,503,000","1,474,000","172.75K","-1.33%"
"2013년 04월 22일","1,503,000","1,490,000","1,503,000","1,465,000","186.28K","1.90%"
"2013년 04월 19일","1,475,000","1,465,000","1,492,000","1,455,000","303.25K","-0.54%"
"2013년 04월 18일","1,483,000","1,520,000","1,522,000","1,481,000","266.26K","-2.31%"
"2013년 04월 17일","1,518,000","1,566,000","1,566,000","1,514,000","207.13K","-0.65%"
"2013년 04월 16일","1,528,000","1,505,000","1,532,000","1,501,000","253.27K","0.33%"
"2013년 04월 15일","1,523,000","1,503,000","1,535,000","1,503,000","213.39K","0.40%"
"2013년 04월 12일","1,517,000","1,540,000","1,550,000","1,513,000","209.27K","-1.49%"
"2013년 04월 11일","1,540,000","1,521,000","1,540,000","1,518,000","224.10K","1.25%"
"2013년 04월 10일","1,521,000","1,540,000","1,540,000","1,513,000","213.25K","-0.46%"
"2013년 04월 09일","1,528,000","1,527,000","1,530,000","1,510,000","183.58K","0.53%"
"2013년 04월 08일","1,520,000","1,505,000","1,531,000","1,497,000","257.11K","1.00%"
"2013년 04월 05일","1,505,000","1,505,000","1,516,000","1,493,000","298.69K","-0.07%"
"2013년 04월 04일","1,506,000","1,517,000","1,519,000","1,499,000","213.67K","-0.99%"
"2013년 04월 03일","1,521,000","1,526,000","1,528,000","1,509,000","189.93K","-0.26%"
"2013년 04월 02일","1,525,000","1,510,000","1,532,000","1,510,000","170.52K","0.86%"
"2013년 04월 01일","1,512,000","1,535,000","1,535,000","1,512,000","105.61K","-0.98%"
"2013년 03월 29일","1,527,000","1,524,000","1,532,000","1,517,000","190.42K","1.13%"
"2013년 03월 28일","1,510,000","1,503,000","1,510,000","1,497,000","159.24K","0.40%"
"2013년 03월 27일","1,504,000","1,515,000","1,516,000","1,487,000","257.20K","-0.33%"
"2013년 03월 26일","1,509,000","1,495,000","1,522,000","1,491,000","239.87K","0.94%"
"2013년 03월 25일","1,495,000","1,480,000","1,495,000","1,470,000","204.66K","2.75%"
"2013년 03월 22일","1,455,000","1,458,000","1,468,000","1,452,000","212.76K","-0.14%"
"2013년 03월 21일","1,457,000","1,461,000","1,474,000","1,456,000","234.76K","-0.21%"
"2013년 03월 20일","1,460,000","1,460,000","1,485,000","1,456,000","266.67K","-1.02%"
"2013년 03월 19일","1,475,000","1,450,000","1,492,000","1,448,000","278.94K","2.08%"
"2013년 03월 18일","1,445,000","1,460,000","1,460,000","1,434,000","524.51K","-2.36%"
"2013년 03월 15일","1,480,000","1,529,000","1,529,000","1,480,000","731.30K","-2.63%"
"2013년 03월 14일","1,520,000","1,528,000","1,534,000","1,499,000","244.78K","-0.46%"
"2013년 03월 13일","1,527,000","1,506,000","1,529,000","1,501,000","224.22K","2.21%"
"2013년 03월 12일","1,494,000","1,504,000","1,512,000","1,490,000","174.74K","-0.93%"
"2013년 03월 11일","1,508,000","1,493,000","1,512,000","1,485,000","267.22K","0.60%"
"2013년 03월 08일","1,499,000","1,515,000","1,517,000","1,489,000","367.51K","-1.38%"
"2013년 03월 07일","1,520,000","1,548,000","1,550,000","1,512,000","259.72K","-2.56%"
"2013년 03월 06일","1,560,000","1,572,000","1,575,000","1,547,000","187.39K","0.65%"
"2013년 03월 05일","1,550,000","1,556,000","1,564,000","1,548,000","173.00K","0.71%"
"2013년 03월 04일","1,539,000","1,563,000","1,563,000","1,530,000","245.67K","-0.32%"
"2013년 02월 28일","1,544,000","1,530,000","1,554,000","1,530,000","254.28K","1.11%"
"2013년 02월 27일","1,527,000","1,559,000","1,559,000","1,519,000","177.18K","0.00%"
"2013년 02월 26일","1,527,000","1,515,000","1,538,000","1,508,000","176.99K","-0.20%"
"2013년 02월 25일","1,530,000","1,549,000","1,549,000","1,530,000","175.90K","0.00%"
"2013년 02월 22일","1,530,000","1,530,000","1,548,000","1,520,000","275.19K","-1.29%"
"2013년 02월 21일","1,550,000","1,540,000","1,558,000","1,535,000","260.63K","0.32%"
"2013년 02월 20일","1,545,000","1,502,000","1,545,000","1,497,000","358.13K","3.55%"
"2013년 02월 19일","1,492,000","1,480,000","1,499,000","1,479,000","113.79K","0.13%"
"2013년 02월 18일","1,490,000","1,490,000","1,501,000","1,481,000","141.37K","-0.53%"
"2013년 02월 15일","1,498,000","1,490,000","1,498,000","1,477,000","148.83K","0.54%"
"2013년 02월 14일","1,490,000","1,490,000","1,494,000","1,477,000","148.55K","0.20%"
"2013년 02월 13일","1,487,000","1,474,000","1,489,000","1,456,000","183.59K","1.29%"
"2013년 02월 12일","1,468,000","1,484,000","1,484,000","1,459,000","167.27K","0.41%"
"2013년 02월 08일","1,462,000","1,418,000","1,470,000","1,415,000","267.85K","2.96%"
"2013년 02월 07일","1,420,000","1,439,000","1,439,000","1,420,000","189.20K","-0.49%"
"2013년 02월 06일","1,427,000","1,440,000","1,443,000","1,427,000","134.14K","-0.56%"
"2013년 02월 05일","1,435,000","1,415,000","1,443,000","1,414,000","224.35K","-0.14%"
"2013년 02월 04일","1,437,000","1,450,000","1,453,000","1,417,000","256.34K","-0.28%"
"2013년 02월 01일","1,441,000","1,460,000","1,460,000","1,422,000","222.15K","-0.48%"
"2013년 01월 31일","1,448,000","1,430,000","1,448,000","1,422,000","290.06K","0.56%"
"2013년 01월 30일","1,440,000","1,426,000","1,440,000","1,412,000","290.00K","2.20%"
"2013년 01월 29일","1,409,000","1,390,000","1,418,000","1,380,000","398.17K","2.70%"
"2013년 01월 28일","1,372,000","1,396,000","1,401,000","1,371,000","584.82K","-3.18%"
"2013년 01월 25일","1,417,000","1,460,000","1,461,000","1,405,000","427.04K","-2.48%"
"2013년 01월 24일","1,453,000","1,468,000","1,469,000","1,441,000","319.91K","-1.36%"
"2013년 01월 23일","1,473,000","1,500,000","1,502,000","1,473,000","185.11K","-0.47%"
"2013년 01월 22일","1,480,000","1,445,000","1,487,000","1,445,000","238.55K","1.79%"
"2013년 01월 21일","1,454,000","1,464,000","1,475,000","1,448,000","288.27K","-1.76%"
"2013년 01월 18일","1,480,000","1,480,000","1,487,000","1,455,000","240.11K","0.75%"
"2013년 01월 17일","1,469,000","1,502,000","1,502,000","1,450,000","403.23K","-1.54%"
"2013년 01월 16일","1,492,000","1,514,000","1,526,000","1,483,000","318.06K","-1.32%"
"2013년 01월 15일","1,512,000","1,560,000","1,560,000","1,512,000","212.79K","-2.58%"
"2013년 01월 14일","1,552,000","1,539,000","1,552,000","1,528,000","158.51K","1.24%"
"2013년 01월 11일","1,533,000","1,548,000","1,548,000","1,507,000","237.58K","0.20%"
"2013년 01월 10일","1,530,000","1,515,000","1,534,000","1,500,000","291.53K","2.00%"
"2013년 01월 09일","1,500,000","1,500,000","1,513,000","1,491,000","251.20K","0.00%"
"2013년 01월 08일","1,500,000","1,513,000","1,517,000","1,498,000","267.25K","-1.32%"
"2013년 01월 07일","1,520,000","1,515,000","1,528,000","1,500,000","251.66K","-0.33%"
"2013년 01월 04일","1,525,000","1,540,000","1,542,000","1,510,000","258.22K","-1.17%"
"2013년 01월 03일","1,543,000","1,582,000","1,584,000","1,543,000","278.20K","-2.09%"
"2013년 01월 02일","1,576,000","1,533,000","1,576,000","1,527,000","228.99K","3.55%"
"2012년 12월 28일","1,522,000","1,488,000","1,530,000","1,487,000","211.26K","1.74%"
"2012년 12월 27일","1,496,000","1,470,000","1,500,000","1,470,000","182.88K","1.77%"
"2012년 12월 26일","1,470,000","1,480,000","1,503,000","1,470,000","280.22K","-0.27%"
"2012년 12월 24일","1,474,000","1,448,000","1,476,000","1,442,000","289.77K","2.22%"
"2012년 12월 21일","1,442,000","1,493,000","1,496,000","1,440,000","549.74K","-4.06%"
"2012년 12월 20일","1,503,000","1,515,000","1,529,000","1,495,000","395.57K","-0.79%"
"2012년 12월 18일","1,515,000","1,500,000","1,516,000","1,495,000","262.36K","0.80%"
"2012년 12월 17일","1,503,000","1,501,000","1,524,000","1,497,000","290.96K","-0.79%"
"2012년 12월 14일","1,515,000","1,516,000","1,536,000","1,508,000","277.47K","-1.17%"
"2012년 12월 13일","1,533,000","1,500,000","1,533,000","1,493,000","607.61K","2.89%"
"2012년 12월 12일","1,490,000","1,473,000","1,496,000","1,473,000","291.05K","0.95%"
"2012년 12월 11일","1,476,000","1,498,000","1,498,000","1,469,000","218.65K","-1.01%"
"2012년 12월 10일","1,491,000","1,506,000","1,506,000","1,485,000","261.12K","0.74%"
"2012년 12월 07일","1,480,000","1,450,000","1,498,000","1,450,000","314.06K","1.79%"
"2012년 12월 06일","1,454,000","1,468,000","1,471,000","1,434,000","282.06K","-0.07%"
"2012년 12월 05일","1,455,000","1,430,000","1,455,000","1,427,000","246.13K","1.75%"
"2012년 12월 04일","1,430,000","1,432,000","1,434,000","1,420,000","189.80K","0.00%"
"2012년 12월 03일","1,430,000","1,420,000","1,436,000","1,408,000","204.42K","1.71%"
"2012년 11월 30일","1,406,000","1,423,000","1,425,000","1,399,000","326.93K","-0.57%"
"2012년 11월 29일","1,414,000","1,402,000","1,422,000","1,402,000","258.75K","0.07%"
"2012년 11월 28일","1,413,000","1,400,000","1,438,000","1,396,000","279.69K","-0.21%"
"2012년 11월 27일","1,416,000","1,405,000","1,428,000","1,404,000","236.19K","0.85%"
"2012년 11월 26일","1,404,000","1,442,000","1,443,000","1,399,000","269.35K","-2.30%"
"2012년 11월 23일","1,437,000","1,422,000","1,442,000","1,417,000","246.44K","1.41%"
"2012년 11월 22일","1,417,000","1,394,000","1,419,000","1,391,000","290.07K","2.38%"
"2012년 11월 21일","1,384,000","1,376,000","1,397,000","1,372,000","345.86K","1.47%"
"2012년 11월 20일","1,364,000","1,353,000","1,365,000","1,346,000","268.23K","2.40%"
"2012년 11월 19일","1,332,000","1,315,000","1,342,000","1,313,000","191.25K","1.91%"
"2012년 11월 16일","1,307,000","1,322,000","1,326,000","1,301,000","243.45K","-1.80%"
"2012년 11월 15일","1,331,000","1,335,000","1,338,000","1,326,000","198.69K","-1.77%"
"2012년 11월 14일","1,355,000","1,357,000","1,357,000","1,346,000","208.72K","0.44%"
"2012년 11월 13일","1,349,000","1,347,000","1,349,000","1,326,000","146.52K","0.30%"
"2012년 11월 12일","1,345,000","1,331,000","1,347,000","1,331,000","137.58K","0.30%"
"2012년 11월 09일","1,341,000","1,335,000","1,351,000","1,326,000","289.89K","-0.67%"
"2012년 11월 08일","1,350,000","1,348,000","1,357,000","1,341,000","304.53K","-0.88%"
"2012년 11월 07일","1,362,000","1,343,000","1,362,000","1,335,000","193.53K","0.96%"
"2012년 11월 06일","1,349,000","1,349,000","1,349,000","1,332,000","176.29K","0.60%"
"2012년 11월 05일","1,341,000","1,328,000","1,349,000","1,320,000","259.24K","1.06%"
"2012년 11월 02일","1,327,000","1,319,000","1,333,000","1,313,000","363.00K","2.31%"
"2012년 11월 01일","1,297,000","1,295,000","1,302,000","1,290,000","209.11K","-0.99%"
"2012년 10월 31일","1,310,000","1,306,000","1,312,000","1,299,000","203.70K","0.92%"
"2012년 10월 30일","1,298,000","1,299,000","1,304,000","1,292,000","132.74K","-0.08%"
"2012년 10월 29일","1,299,000","1,298,000","1,299,000","1,279,000","226.49K","0.93%"
"2012년 10월 26일","1,287,000","1,306,000","1,312,000","1,287,000","275.88K","-2.65%"
"2012년 10월 25일","1,322,000","1,296,000","1,322,000","1,291,000","231.80K","1.69%"
"2012년 10월 24일","1,300,000","1,297,000","1,309,000","1,289,000","266.28K","-0.99%"
"2012년 10월 23일","1,313,000","1,319,000","1,322,000","1,302,000","185.07K","-0.15%"
"2012년 10월 22일","1,315,000","1,277,000","1,317,000","1,276,000","234.22K","1.00%"
"2012년 10월 19일","1,302,000","1,323,000","1,325,000","1,299,000","271.72K","-2.62%"
"2012년 10월 18일","1,337,000","1,336,000","1,341,000","1,328,000","198.07K","0.07%"
"2012년 10월 17일","1,336,000","1,342,000","1,346,000","1,316,000","173.46K","0.45%"
"2012년 10월 16일","1,330,000","1,326,000","1,331,000","1,315,000","209.81K","2.31%"
"2012년 10월 15일","1,300,000","1,296,000","1,312,000","1,287,000","204.03K","0.31%"
"2012년 10월 12일","1,296,000","1,305,000","1,312,000","1,288,000","299.43K","-0.61%"
"2012년 10월 11일","1,304,000","1,310,000","1,320,000","1,287,000","475.60K","-1.58%"
"2012년 10월 10일","1,325,000","1,353,000","1,360,000","1,325,000","254.35K","-3.43%"
"2012년 10월 09일","1,372,000","1,363,000","1,381,000","1,363,000","175.77K","-0.07%"
"2012년 10월 08일","1,373,000","1,375,000","1,379,000","1,360,000","240.18K","0.22%"
"2012년 10월 05일","1,370,000","1,387,000","1,390,000","1,352,000","351.41K","0.22%"
"2012년 10월 04일","1,367,000","1,351,000","1,373,000","1,339,000","366.51K","-0.15%"
"2012년 10월 02일","1,369,000","1,354,000","1,371,000","1,352,000","264.55K","1.71%"
"2012년 09월 28일","1,346,000","1,359,000","1,360,000","1,339,000","313.51K","0.60%"
"2012년 09월 27일","1,338,000","1,327,000","1,342,000","1,323,000","290.83K","0.98%"
"2012년 09월 26일","1,325,000","1,313,000","1,325,000","1,306,000","240.09K","-0.15%"
"2012년 09월 25일","1,327,000","1,310,000","1,334,000","1,310,000","226.43K","0.00%"
"2012년 09월 24일","1,327,000","1,300,000","1,328,000","1,292,000","254.54K","1.92%"
"2012년 09월 21일","1,302,000","1,300,000","1,307,000","1,295,000","298.17K","1.17%"
"2012년 09월 20일","1,287,000","1,293,000","1,305,000","1,284,000","258.97K","-2.05%"
"2012년 09월 19일","1,314,000","1,306,000","1,323,000","1,298,000","241.31K","-0.08%"
"2012년 09월 18일","1,315,000","1,314,000","1,336,000","1,308,000","224.65K","0.00%"
"2012년 09월 17일","1,315,000","1,336,000","1,336,000","1,312,000","297.92K","-1.57%"
"2012년 09월 14일","1,336,000","1,330,000","1,339,000","1,327,000","497.45K","2.69%"
"2012년 09월 13일","1,301,000","1,299,000","1,305,000","1,281,000","379.62K","0.54%"
"2012년 09월 12일","1,294,000","1,268,000","1,295,000","1,259,000","369.47K","3.03%"
"2012년 09월 11일","1,256,000","1,240,000","1,265,000","1,232,000","197.82K","0.48%"
"2012년 09월 10일","1,250,000","1,260,000","1,264,000","1,250,000","317.67K","0.00%"
"2012년 09월 07일","1,250,000","1,230,000","1,251,000","1,220,000","510.25K","4.52%"
"2012년 09월 06일","1,196,000","1,200,000","1,203,000","1,193,000","247.30K","0.59%"
"2012년 09월 05일","1,189,000","1,205,000","1,212,000","1,189,000","346.90K","-2.38%"
"2012년 09월 04일","1,218,000","1,219,000","1,228,000","1,210,000","196.92K","0.00%"
"2012년 09월 03일","1,218,000","1,220,000","1,235,000","1,201,000","278.08K","-1.22%"
"2012년 08월 31일","1,233,000","1,211,000","1,234,000","1,207,000","405.78K","1.48%"
"2012년 08월 30일","1,215,000","1,228,000","1,229,000","1,202,000","324.23K","-1.22%"
"2012년 08월 29일","1,230,000","1,209,000","1,235,000","1,207,000","464.04K","2.93%"
"2012년 08월 28일","1,195,000","1,186,000","1,209,000","1,180,000","545.91K","1.27%"
"2012년 08월 27일","1,180,000","1,189,000","1,203,000","1,173,000","1.27M","-7.45%"
"2012년 08월 24일","1,275,000","1,270,000","1,287,000","1,264,000","281.54K","-0.93%"
"2012년 08월 23일","1,287,000","1,261,000","1,287,000","1,249,000","274.01K","1.82%"
"2012년 08월 22일","1,264,000","1,269,000","1,281,000","1,257,000","320.41K","-1.40%"
"2012년 08월 21일","1,282,000","1,292,000","1,302,000","1,282,000","306.30K","-0.08%"
"2012년 08월 20일","1,283,000","1,270,000","1,283,000","1,255,000","398.90K","-0.93%"
"2012년 08월 17일","1,295,000","1,344,000","1,345,000","1,286,000","552.48K","-3.72%"
"2012년 08월 16일","1,345,000","1,354,000","1,355,000","1,338,000","292.85K","0.00%"
